id,road,km,type,name,length,condition,lat,lon,model_type,FLOODCAT,CycloonCat,Total Cargo,Total People,Total Transport,Total Transport Weight,SourceSink Cargo Weight,SourceSink People Weight
196,N1,204.765,Box Culvert,HATILOTA BOX CULVERT,4.5,A,22.5938881803921,91.6738889367647,bridge,5.0,2.0,,,,,,
197,N1,205.615,RCC Girder Bridge,BAROCONDO BRIDGE,22.25,C,22.5870350167767,91.6770444686922,bridge,5.0,2.0,,,,,,
198,N1,206.3,Box Culvert,BAROGINDO CULVERT,2.5,A,22.5815086746355,91.6795390413994,bridge,5.0,2.0,,,,,,
199,N1,206.866,Box Culvert,BARO-CUNDHOW BOX CULVERT,10.2,A,22.5767930229508,91.68162274153,bridge,5.0,2.0,,,,,,
200,N1,207.64,Box Culvert,PHPMORE BON CULVERT,3.0,A,22.5702905930578,91.6840096656198,bridge,5.0,2.0,,,,,,
201,N1,207.913,Box Culvert,CHARA KANDI BOX CULVERT,8.2,A,22.5679968064462,91.6846866604958,bridge,5.0,2.0,,,,,,
202,N1,208.1,Box Culvert,R. R TEXTAIL BOX CULVERT,4.5,A,22.5664212916363,91.6851826636363,bridge,5.0,2.0,,,,,,
203,N1,209.024,Box Culvert,OHIDPUR BOX CULVERT,4.1,A,22.5585210862619,91.687506242492,bridge,5.0,2.0,,,,,,
204,N1,209.514,RCC Girder Bridge,BARSH BARIA BRIDGE,21.6,B,22.5543319776357,91.6887963149094,bridge,5.0,2.0,,,,,,
205,N1,210.476,Box Culvert,SOUTH BALSH KHALI BOX CULVERT,3.0,A,22.5467727210909,91.6926260603636,bridge,5.0,2.0,,,,,,
206,N1,210.776,Box Culvert,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,22.5444897756363,91.6941310785454,bridge,5.0,2.0,,,,,,
207,N1,211.433,Box Culvert,SOTTANA MONDIR CULVERT,8.2,A,22.5390300234693,91.6965452744898,bridge,5.0,2.0,,,,,,
208,N1,212.483,Box Culvert,GULAM JUTE MILE BOX CULVERT,3.0,A,22.5303678038461,91.7004641228571,bridge,5.0,2.0,,,,,,
209,N1,213.386,Arch Masonry,KYSTELGATE ARCH,16.3,B,22.5229359167189,91.7038366163009,bridge,5.0,2.0,,,,,,
210,N1,214.807,RCC Girder Bridge,BORO KUMIRA BRIDGE,27.0,C,22.5113471164122,91.7087907889313,bridge,5.0,2.0,,,,,,
211,N1,215.467,Box Culvert,ROYL CIMINT GATE CULVETRT,4.5,A,22.5060220437735,91.7112848218867,bridge,5.0,2.0,,,,,,
212,N1,216.196,RCC Girder Bridge,GORA MARA RCC GIRDER BRIDGE,17.6,A,22.5000858335766,91.7141504905109,bridge,5.0,2.0,,,,,,
213,N1,217.377,Box Culvert,GORA MARI BOX CULVERT,3.0,B,22.4904405976324,91.7182726733934,bridge,5.0,2.0,,,,,,
214,N1,217.404,sourcesink,Barabkunda Z1087-Fouzderhat Z1016 (Left),0.0,,22.4869441,91.7192771,sourcesink,,,7554.0,7317.0,14871.0,0.0094048942637164,0.0464541362261087,0.0248540246400293
215,N1,217.942,Box Culvert,BARAOWLLA BOX CULVERT,4.5,A,22.4855480068965,91.7195309517241,bridge,5.0,2.0,,,,,,
216,N1,218.441,RCC Girder Bridge,Baro Aulia,24.33,D,22.4811642144766,91.7203633632516,bridge,5.0,2.0,,,,,,
217,N1,219.427,Box Culvert,HATIBORI BOX CULVERT,6.0,A,22.4728530893544,91.7232633541336,bridge,5.0,2.0,,,,,,
218,N1,220.725,RCC Girder Bridge,Modonhat Bridge,24.32,D,22.4624386352,91.7285307,bridge,5.0,2.0,,,,,,
219,N1,222.357,Box Culvert,KODOM RASUL BOX CULVERT,3.0,A,22.4488628503871,91.7342823894358,bridge,5.0,2.0,,,,,,
220,N1,222.687,RCC Girder Bridge,SALAKHARPAD BRIDGE,26.3,C,22.4460793332411,91.7353674287057,bridge,5.0,2.0,,,,,,
221,N1,223.743,Box Culvert,HASNA BAD BOX CULVERT,3.0,A,22.4375035216216,91.7386659473513,bridge,5.0,2.0,,,,,,
222,N1,224.053,RCC Girder Bridge,VATERIE BRIDGE,40.0,A,22.4350737918918,91.7396527192432,bridge,5.0,2.0,,,,,,
223,N1,225.702,PC Girder Bridge,DHAMAKHALI BRIDGE,35.1,B,22.4220415536,91.7480209792,bridge,5.0,2.0,,,,,,
224,N1,228.029,Box Culvert,VATIARI CULVERT,5.0,A,22.4030145445,91.75657411625,bridge,0.0,2.0,,,,,,
225,N1,228.797,Box Culvert,T. B HOSPITAL GATE BOX CULVERT,3.0,A,22.3963398830265,91.7582551580777,bridge,0.0,2.0,,,,,,
226,N1,229.203,PC Girder Bridge,GAMMON BRIDGE,18.0,A,22.3927175345622,91.7590882138248,bridge,0.0,2.0,,,,,,
227,N1,230.13,Box Culvert,PAKKA MATA BOX CULVERT,3.0,A,22.38524588272,91.76250565776,bridge,0.0,2.0,,,,,,
228,N1,230.921,Box Culvert,GLAXO BOX CULVERT,8.3,A,22.3797011826666,91.7670476533333,bridge,0.0,2.0,,,,,,
229,N1,231.966,Box Culvert,CORNAIL HAT BOX CULVERT,3.0,A,22.3696841276595,91.7739258709219,bridge,0.0,2.0,,,,,,
230,N1,242.016,Box Culvert,BOALIA BOX CULVERT,4.65,C,22.3599057425992,91.8522694918171,bridge,0.0,2.0,,,,,,
231,N1,242.898,RCC Girder Bridge,BAKULIA BRIDGE,14.7,B,22.3522674714754,91.852622049836,bridge,0.0,2.0,,,,,,
232,N1,244.367,RCC Girder Bridge,5 No hafez bazar Bridge,39.67,C,22.3395393508599,91.8533871579852,bridge,5.0,2.0,,,,,,
233,N1,244.856,RCC Girder Bridge,Tulatuli Bridge,40.38,C,22.3357673216494,91.8538536927835,bridge,5.0,2.0,,,,,,
234,N1,244.975,RCC Girder Bridge,Rajakhali Bridge,49.31,C,22.3349153368556,91.8533979043814,bridge,5.0,2.0,,,,,,
235,N1,246.02,Truss With Timber Deck,Hajrath Sha Amanath Satu,914.0,C,22.3266451369152,91.852759390139,bridge,5.0,2.0,,,,,,
236,N1,247.637,RCC Girder Bridge,SHIKALBAHA BRIDGE,11.0,C,22.3129265129032,91.856181916129,bridge,5.0,2.0,,,,,,
237,N1,248.499,Box Culvert,SHIKALBAHA,15.2,C,22.306457756,91.860449028,bridge,5.0,3.0,,,,,,
238,N1,249.04,Box Culvert,SOUTH MITTACHORI,3.0,A,22.3026235524271,91.8635646970873,bridge,5.0,3.0,,,,,,
239,N1,249.348,Box Culvert,SHIKALBAHA BOX CULVERT,5.7,B,22.3002851293515,91.8652980307167,bridge,5.0,3.0,,,,,,
240,N1,249.674,Box Culvert,KADUMTOLI CULVERT,3.0,A,22.2975350260563,91.866363031514,bridge,5.0,3.0,,,,,,
241,N1,250.215,Slab Culvert,ISLAMPUR CULVERT,1.5,A,22.2932366309133,91.8684360651053,bridge,5.0,3.0,,,,,,
242,N1,250.519,Box Culvert,NOLBILA CULVERT,3.0,A,22.2916421411764,91.8702911411764,bridge,5.0,3.0,,,,,,
243,N1,250.841,Box Culvert,SHIKALBAHA MORE,3.0,A,22.2926079302013,91.8730201176733,bridge,5.0,3.0,,,,,,
244,N1,251.281,Box Culvert,SHIKALBAHA BOX CULVERT,3.0,A,22.2944653526717,91.876717971374,bridge,5.0,3.0,,,,,,
245,N1,251.538,PC Girder Bridge,SHIKALBAHA BRIDGE,116.5,C,22.2962698699619,91.8807528022813,bridge,5.0,3.0,,,,,,
246,N1,252.506,Box Culvert,SHANTERHAT CULVERT,3.0,B,22.2988369230769,91.8873512822898,bridge,5.0,3.0,,,,,,
247,N1,253.777,Box Culvert,SHANTERHAT BOX CULVERT,3.1,B,22.3021025781938,91.8992582823788,bridge,5.0,3.0,,,,,,
248,N1,254.333,Box Culvert,KUSUMPUR BOX CULVERT,3.0,A,22.3035365502293,91.9044227217889,bridge,5.0,3.0,,,,,,
249,N1,255.505,Box Culvert,tassi bazer(R,3.0,A,22.3083189877358,91.9142153009434,bridge,5.0,2.0,,,,,,
250,N1,255.505,Box Culvert,MUNSHA BOX CULVERT(L,10.8,B,22.3083189877358,91.9142153009434,bridge,5.0,2.0,,,,,,
251,N1,256.378,Box Culvert,MONSHA CULVERT,3.0,A,22.3137546831094,91.9203176378118,bridge,5.0,2.0,,,,,,
252,N1,256.89,Box Culvert,UTTOR SONAPUR,3.0,A,22.3157468089473,91.9243524131578,bridge,5.0,2.0,,,,,,
253,N1,257.94,Steel Beam & RCC Slab,Pirol,5.3,A,22.3137565607999,91.9339832312,bridge,5.0,2.0,,,,,,
254,N1,259.795,Box Culvert,UZIRPUR HIGH SCHOOL,3.0,A,22.3084394099236,91.9483886979643,bridge,5.0,2.0,,,,,,
255,N1,262.116,PC Girder Bridge,PATIYA BRIDGE,50.8,C,22.3006016043999,91.9658457726,bridge,5.0,2.0,,,,,,
256,N1,264.369,Box Culvert,PALYA BUS STATION,12.4,A,22.2911451997412,91.9833668252263,bridge,5.0,2.0,,,,,,
257,N1,265.483,PC Girder Bridge,SRIMI BRIDGE,60.5,C,22.2859320161666,91.992309198,bridge,5.0,2.0,,,,,,
258,N1,266.424,Box Culvert,KOMOLMUNSHE HAT BOX CULVERT,14.0,B,22.2811424692972,91.9995571696216,bridge,5.0,2.0,,,,,,
259,N1,267.818,Box Culvert,KHORNA CULVERT,3.0,A,22.2710895749999,92.00559725,bridge,5.0,2.0,,,,,,
260,N1,268.954,RCC Girder Bridge,KHORNA BVS STATION,14.8,C,22.2611613745967,92.0073035838709,bridge,0.0,2.0,,,,,,
261,N1,269.199,Box Culvert,AJIMPUR CUL,9.8,C,22.2590515857142,92.0081111238095,bridge,0.0,2.0,,,,,,
262,N1,269.721,Box Culvert,MOJAFFARABAD,9.2,A,22.2549374824626,92.0103021287313,bridge,0.0,2.0,,,,,,
263,N1,269.99,Box Culvert,MOJAFFORABAD BOX CULVERT,6.0,A,22.2531199613981,92.0119718729483,bridge,0.0,2.0,,,,,,
264,N1,270.642,Box Culvert,MOJAFFORABAD,9.4,A,22.2487130149162,92.0158341025875,bridge,0.0,2.0,,,,,,
265,N1,271.89,Box Culvert,ROWSONAT CUL,14.0,A,22.24038615762,92.0217918336116,bridge,0.0,2.0,,,,,,
266,N1,272.356,Box Culvert,KANCHANAGAR CUL,14.0,A,22.2366345532374,92.0232647489208,bridge,0.0,2.0,,,,,,
267,N1,273.008,Steel Beam & RCC Slab,Kanchon Nagar Bridge,12.7,B,22.2314978226851,92.0249656611111,bridge,0.0,2.0,,,,,,
268,N1,273.443,Box Culvert,NORTH JOARA PAKKAR DOKAN,9.4,B,22.2260608528604,92.0264650356979,bridge,0.0,2.0,,,,,,
269,N1,273.878,Box Culvert,GASBAREA BOX CULVERT,14.0,A,22.2222719897959,92.0273785979591,bridge,0.0,2.0,,,,,,
270,N1,274.66,Box Culvert,GASBAREA COLLEGE BOX CULVERT,9.2,A,22.2155873504854,92.0290230394174,bridge,0.0,2.0,,,,,,
271,N1,275.943,RCC Girder Bridge,Mazar Point Bridge,50.8,D,22.2071026538461,92.03633246993,bridge,0.0,2.0,,,,,,
272,N1,276.281,Box Culvert,KHOLGHAR CUL,9.2,B,22.2049837597806,92.0383312340036,bridge,0.0,2.0,,,,,,
273,N1,280.299,Box Culvert,NOYARHAT,12.3,B,22.1739178955307,92.0532925435754,bridge,5.0,2.0,,,,,,
274,N1,282.994,RCC Girder Bridge,Sangu Bridge,211.0,B,22.1586272806451,92.0682063096774,bridge,5.0,2.0,,,,,,
275,N1,284.134,Box Culvert,KATGOR CULVERT,9.2,A,22.1498523145631,92.0696330718446,bridge,5.0,2.0,,,,,,
276,N1,285.58,Box Culvert,MOULOVER DOKAN,12.4,A,22.1369522329341,92.0699301281437,bridge,0.0,2.0,,,,,,
277,N1,286.08,Box Culvert,PATATR PULL CULVERT,15.4,A,22.1325208428571,92.0701565366459,bridge,0.0,2.0,,,,,,
278,N1,286.378,PC Girder Bridge,PATANER PULL(BRIDGE,34.6,A,22.1299160285714,92.0706024714285,bridge,0.0,2.0,,,,,,
279,N1,286.631,RCC Girder Bridge,Noyakhalar Muk Bridge,27.9,A,22.1277338010309,92.0710012276288,bridge,0.0,2.0,,,,,,
280,N1,287.144,Box Culvert,NOYAKHALARMUK,15.4,A,22.1230775989717,92.071701048329,bridge,0.0,2.0,,,,,,
281,N1,287.487,Box Culvert,NOYA KHALAR MUK (KARANIERHAT BOX CULVERT,20.4,A,22.1204875006655,92.0719705134775,bridge,0.0,2.0,,,,,,
282,N1,288.329,Box Culvert,KARANERHAT CULVERT,5.0,A,22.1133524851063,92.0726869042553,bridge,0.0,2.0,,,,,,
283,N1,289.889,Box Culvert,KARANERHAT CULVERT,7.2,A,22.09827857,92.074800422,bridge,0.0,2.0,,,,,,
284,N1,290.719,Box Culvert,KOACHIA(MADARBHI,11.2,A,22.0935775004504,92.0805047995495,bridge,0.0,2.0,,,,,,
285,N1,292.426,Box Culvert,MITADIGI ACADEMY,2.0,A,22.0840668315789,92.093196937799,bridge,0.0,2.0,,,,,,
286,N1,293.134,Box Culvert,MITADIGI,12.6,A,22.080520608,92.0984855314285,bridge,0.0,2.0,,,,,,
287,N1,294.534,RCC Girder Bridge,Raj Ghata Bridge,30.3,B,22.0695600813559,92.1042754237288,bridge,0.0,2.0,,,,,,
288,N1,294.77,Box Culvert,THAKUR DIGI BOX CULVERT,2.0,A,22.0679099558303,92.1055530035335,bridge,0.0,2.0,,,,,,
289,N1,295.295,PC Girder Bridge,KHORIANAGAR BRIDGE,38.8,A,22.0637567157894,92.1071061094736,bridge,0.0,2.0,,,,,,
290,N1,295.625,Box Culvert,NOYA PARA BOX CULVERT,2.5,A,22.06088615,92.10773337,bridge,0.0,2.0,,,,,,
291,N1,296.135,Box Culvert,PODUA NOYA PARA BOX CULVERT,8.2,A,22.0565051155339,92.1090854592233,bridge,0.0,2.0,,,,,,
292,N1,296.647,Box Culvert,PODUA BAZAR BOX CULVERT,12.6,A,22.0519296419354,92.1090613887096,bridge,0.0,2.0,,,,,,
293,N1,297.034,Box Culvert,PODUA BAZAR BOX CULVERT,6.0,A,22.0483713234624,92.1081938519362,bridge,0.0,2.0,,,,,,
294,N1,297.569,Box Culvert,BARO AWLIA(R,13.64,A,22.0440962566176,92.1070629529411,bridge,0.0,2.0,,,,,,
295,N1,298.405,Box Culvert,TALOCKDNR PARA BOX CULVERT,2.5,A,22.0375898525773,92.1039891092783,bridge,0.0,2.0,,,,,,
296,N1,299.057,Box Culvert,AMIRABAD BOX CULVERT,2.5,A,22.031864884656,92.1041246666666,bridge,0.0,2.0,,,,,,
297,N1,299.434,PC Girder Bridge,Amirabad Bridge,68.8,A,22.0287013636363,92.1034293272727,bridge,0.0,2.0,,,,,,
298,N1,299.756,Box Culvert,AMIRABAD LOHAGOR BOX CULVERT,2.0,A,22.0260045474972,92.1026967443826,bridge,0.0,2.0,,,,,,
299,N1,300.406,Box Culvert,AMIRABAD LOHAGORA BOX CULVERT,10.0,A,22.0204980278439,92.1014277681473,bridge,0.0,2.0,,,,,,
300,N1,302.237,Box Culvert,LOHAGORA L.S BOX CULVERT,3.0,A,22.0078200503225,92.0927765812903,bridge,0.0,2.0,,,,,,
301,N1,302.729,Box Culvert,DIGIRPARK BOX CULVERT,12.6,A,22.0041726139784,92.0905686346236,bridge,0.0,2.0,,,,,,
302,N1,303.237,Box Culvert,DIGIRPAR BOX CULVERT,6.2,A,22.00042964,92.0883193766666,bridge,0.0,2.0,,,,,,
303,N1,303.782,Box Culvert,ZADUNAGOR FILLING BOX CULVERT,3.0,A,21.9958359641681,92.0874589126142,bridge,0.0,2.0,,,,,,
304,N1,303.793,Box Culvert,ZADUNAPUR SHAPIR FILLING STATION -(2 BOX CULVERT,12.4,A,21.9957410021937,92.0874460645338,bridge,0.0,2.0,,,,,,
305,N1,304.217,PC Girder Bridge,KHASMOHAL ADUNAICR PC GIDER BRIDGE,58.8,A,21.9922334387096,92.0863582073732,bridge,0.0,2.0,,,,,,
306,N1,304.449,Box Culvert,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,21.990280244375,92.08568596625,bridge,0.0,2.0,,,,,,
307,N1,304.857,RCC Girder Bridge,Adunagar Bridge,22.0,B,21.9870408741379,92.0839943655172,bridge,0.0,2.0,,,,,,
308,N1,305.527,RCC Girder Bridge,Hatirpul Bridge,22.4,B,21.9819040437735,92.080773326415,bridge,0.0,2.0,,,,,,
309,N1,305.794,Box Culvert,HATIAR PULL BOX CULVERT,18.7,A,21.9804623633858,92.0788716271653,bridge,0.0,2.0,,,,,,
310,N1,306.139,Box Culvert,SHIX DAR PARA BOX CULVERT,3.5,A,21.979298574269,92.0758492263157,bridge,0.0,2.0,,,,,,
311,N1,307.229,Box Culvert,MUSKAMPANI PARA BOX CULVERT,2.5,A,21.9738684029498,92.0683204789577,bridge,0.0,2.0,,,,,,
312,N1,307.981,Box Culvert,AODU NAGOR (2 BOX CULVERT,1.5,A,21.9689581196808,92.0641501117021,bridge,0.0,2.0,,,,,,
313,N1,308.652,RCC Girder Bridge,Rataykul Bridge,22.4,A,21.9622138572549,92.0633168764705,bridge,5.0,2.0,,,,,,
314,N1,309.038,Box Culvert,BONPUKR PARA BOX CULVERT,8.2,A,21.9592401112903,92.0652791298387,bridge,5.0,2.0,,,,,,
315,N1,309.355,Box Culvert,BON PUKUL PARA BOX CULVERT,3.0,A,21.9580321636363,92.0663932818182,bridge,5.0,2.0,,,,,,
316,N1,309.971,RCC Girder Bridge,Santi Bridge,22.3,B,21.9520795406909,92.0678138084453,bridge,5.0,2.0,,,,,,
317,N1,310.723,Box Culvert,SANTI BOX CULVERT,1.4,A,21.9453993720173,92.0669286609544,bridge,5.0,2.0,,,,,,
318,N1,311.886,Box Culvert,BRICK FIELD BOX CULVERT,4.5,A,21.9360290154471,92.0625427235772,bridge,5.0,2.0,,,,,,
319,N1,312.138,Box Culvert,BACK FILD BOX CULVERT,9.3,A,21.9339454415019,92.0616661541501,bridge,5.0,2.0,,,,,,
320,N1,312.354,Box Culvert,AZIZNAGOR FOREST BOX CULVERT,4.5,A,21.9323086726114,92.0608009579617,bridge,5.0,2.0,,,,,,
321,N1,312.609,Box Culvert,AZIZ NOGOR FOREST BOX CULVERT,4.7,A,21.93038125,92.0596840375,bridge,5.0,2.0,,,,,,
322,N1,313.947,Box Culvert,AZIZNAGOR BOX CULVERT,2.0,A,21.9179119605128,92.0597362988034,bridge,0.0,2.0,,,,,,
323,N1,314.144,Box Culvert,AZIZ NOGAR BOX CULVERT,3.0,A,21.9167591663366,92.0599899313531,bridge,0.0,2.0,,,,,,
324,N1,314.502,Box Culvert,AZIZ NAGOR 1,4.0,A,21.9140727206278,92.0605472089686,bridge,0.0,2.0,,,,,,
325,N1,315.009,Box Culvert,AZIZ NAGOR 2,9.2,A,21.909622912133,92.0605661266144,bridge,5.0,2.0,,,,,,
326,N1,317.001,Box Culvert,HARBHANG CHOR,13.64,A,21.8910236519337,92.0597010756906,bridge,0.0,2.0,,,,,,
327,N1,318.11,Box Culvert,GHOIL MARA BOX CULVERT,9.3,A,21.8812215213685,92.0590015447779,bridge,0.0,2.0,,,,,,
328,N1,318.796,Box Culvert,HARBANG,3.0,A,21.8751197401574,92.0591098413385,bridge,0.0,2.0,,,,,,
329,N1,320.189,Box Culvert,HARBANG,3.0,A,21.8628351415656,92.0594848712238,bridge,0.0,2.0,,,,,,
330,N1,320.513,PC Girder Bridge,Harbang Chora Bridge,56.2,C,21.8599725797297,92.0601907085585,bridge,0.0,2.0,,,,,,
331,N1,321.305,Box Culvert,ALIPUR BOX CULVERT,14.3,A,21.8529287900552,92.0609576198894,bridge,5.0,2.0,,,,,,
332,N1,321.536,Box Culvert,HARBANG,2.1,A,21.8508595323144,92.0609491344978,bridge,5.0,2.0,,,,,,
333,N1,322.5,Box Culvert,HAR BAG BOX CULVERT,4.5,A,21.8429700741784,92.0635984638497,bridge,5.0,3.0,,,,,,
334,N1,322.823,Box Culvert,HAR BAG BOX CULVERT,3.0,A,21.8403935683229,92.0649325472049,bridge,5.0,3.0,,,,,,
335,N1,323.619,Box Culvert,ATKOTA,15.8,A,21.8341033152866,92.0682735910828,bridge,0.0,3.0,,,,,,
336,N1,324.331,Box Culvert,AKOTA BAZAR BOX CULVERT,7.3,A,21.8280258214285,92.0713035547619,bridge,0.0,3.0,,,,,,
337,N1,324.607,RCC Girder Bridge,Bodoitola Bridge,45.0,C,21.8257831806122,92.0723466282313,bridge,0.0,3.0,,,,,,
338,N1,325.153,Box Culvert,BODAITALI BOX CULVERT,12.4,A,21.8211428750483,92.0740201388781,bridge,0.0,3.0,,,,,,
339,N1,325.49,Box Culvert,BODOITOLI BOX CULVERT,14.0,A,21.8181692602209,92.0739442353591,bridge,0.0,3.0,,,,,,
340,N1,327.312,Box Culvert,BANIYAR CHORA,14.0,A,21.8034238025641,92.0772322128205,bridge,5.0,2.0,,,,,,
341,N1,329.084,Box Culvert,NOL BELA-1 BOX CULVERT,20.6,A,21.787854008387,92.0788540064516,bridge,5.0,2.0,,,,,,
342,N1,329.181,Box Culvert,NOL BELA BOX CULVERT,21.0,A,21.786997484,92.0789493159999,bridge,5.0,2.0,,,,,,
343,N1,329.499,Box Culvert,NOLBELA BOX CULVERT,14.2,B,21.7841953311111,92.0792425355555,bridge,5.0,2.0,,,,,,
344,N1,330.931,Box Culvert,DIDDA BAZAR BOX CULVERT,15.7,A,21.7735339222222,92.0839144733333,bridge,5.0,2.0,,,,,,
345,N1,331.259,RCC Girder Bridge,Mathamuhuri Bridge,294.15,D,21.7715943354948,92.0821099546075,bridge,5.0,2.0,,,,,,
346,N1,335.192,Box Culvert,BANDI BAZAR BOX CULVERT,9.3,B,21.7401466184971,92.0826243745664,bridge,0.0,2.0,,,,,,
347,N1,335.38,Box Culvert,KUMARIKOOL BOX CULVERT,14.0,A,21.7385629191489,92.0831876319149,bridge,0.0,2.0,,,,,,
348,N1,336.054,Box Culvert,PASIYAKALI BOX CULVERT,5.2,A,21.7326068595588,92.0837488330882,bridge,0.0,2.0,,,,,,
349,N1,336.237,RCC Girder Bridge,Pasiyakali Bridge,38.4,C,21.7309878314917,92.0838156441988,bridge,0.0,2.0,,,,,,
350,N1,337.019,Box Culvert,HASIRUGIGI,12.6,A,21.7240739341074,92.083544148476,bridge,5.0,2.0,,,,,,
351,N1,338.859,Box Culvert,CHOHAJANYA (1,12.8,A,21.7092513759013,92.0806750603415,bridge,5.0,2.0,,,,,,
352,N1,339.648,Box Culvert,CHOHAJANIYA (2,9.3,A,21.7028300370967,92.0786456251612,bridge,0.0,2.0,,,,,,
353,N1,342.77,RCC Girder Bridge,Polia Fari Bridge,58.57,C,21.676279289928,92.0768074748201,bridge,0.0,2.0,,,,,,
354,N1,343.243,Box Culvert,DULAHAJARA (SAFARI PARK,14.0,A,21.6721049602836,92.0763992531915,bridge,0.0,2.0,,,,,,
355,N1,344.209,Box Culvert,DULAHAJARA CULVERT,3.5,A,21.6629404415143,92.075071645953,bridge,0.0,2.0,,,,,,
356,N1,344.531,PC Girder Bridge,Dulahajar Bridge,54.03,C,21.6600543017045,92.0751025664772,bridge,0.0,2.0,,,,,,
357,N1,345.592,PC Girder Bridge,Boyragir Khil Bridge,60.03,C,21.6508560658227,92.0735619202531,bridge,0.0,2.0,,,,,,
358,N1,345.911,Box Culvert,PAGOLARIBIL,4.5,A,21.6480847609561,92.0733292227091,bridge,0.0,2.0,,,,,,
359,N1,349.092,Box Culvert,KHUTAKHALI,1.45,B,21.6225351880109,92.0737034768392,bridge,0.0,2.0,,,,,,
360,N1,349.759,RCC Girder Bridge,khutakhali bazar,45.3,B,21.618376660401,92.0691713375939,bridge,5.0,2.0,,,,,,
361,N1,350.674,Box Culvert,FULCHARI (NEWPARA,7.0,A,21.6065189670012,92.0623070695106,bridge,0.0,2.0,,,,,,
362,N1,350.99,Box Culvert,FULCHARI (NEWPARA,5.2,A,21.6051753127979,92.0621198087829,bridge,0.0,3.0,,,,,,
363,N1,351.628,Box Culvert,FULCHARI CULVERT,9.3,A,21.5985935301507,92.061801241206,bridge,0.0,3.0,,,,,,
364,N1,352.064,Box Culvert,FULCHARI BAZAR,14.0,A,21.5960736973421,92.0614095408637,bridge,0.0,3.0,,,,,,
365,N1,352.641,Box Culvert,NAPITE KHALI CULVERT,1.4,A,21.5894309740196,92.0630313509804,bridge,5.0,3.0,,,,,,
366,N1,353.162,Box Culvert,NAPITE KHALI,4.5,C,21.5876028,92.0649047857142,bridge,5.0,3.0,,,,,,
367,N1,353.694,Box Culvert,EAST NAPITL KHAL BOX CULVERT,2.5,A,21.5830741250341,92.0657158465116,bridge,0.0,3.0,,,,,,
368,N1,354.739,Box Culvert,NAEK KHALI BOX CULVERT,12.4,A,21.5744075162901,92.0707446712247,bridge,0.0,3.0,,,,,,
369,N1,356.261,Box Culvert,KHODIA BARI PRIMARY BOX CULVERT,9.5,A,21.5623201688888,92.0698139251851,bridge,0.0,3.0,,,,,,
370,N1,356.517,Box Culvert,ISLAMABAD KHODIABARI BOX CULVERT,4.8,A,21.5603042595174,92.0691476,bridge,0.0,3.0,,,,,,
371,N1,356.631,Box Culvert,ISLAMABAD KHODIA BARI BOX CULVERT,7.0,A,21.5594892512064,92.0689481,bridge,0.0,3.0,,,,,,
372,N1,357.264,PC Girder Bridge,EIDGAON BAZAR PC GIDER BRIDGE,46.0,A,21.5554256122448,92.0679503244898,bridge,0.0,3.0,,,,,,
373,N1,358.03,PC Girder Bridge,eidgaon,44.6,C,21.5470666065573,92.0668953754098,bridge,5.0,3.0,,,,,,
374,N1,360.345,Box Culvert,SHAT GOREA PARA BOX CULVERT,14.0,A,21.5255297395348,92.0653252244186,bridge,5.0,3.0,,,,,,
375,N1,360.551,Box Culvert,KALIRCHARA BOX CULVERT,8.0,A,21.5237332279069,92.0655747598837,bridge,5.0,3.0,,,,,,
376,N1,360.89,Box Culvert,KALIRCHARA BAZAR BOX CULVERT,15.4,A,21.5207709407407,92.0661440629629,bridge,5.0,3.0,,,,,,
377,N1,361.043,Box Culvert,KALIRCHAR,5.0,A,21.5195088091891,92.0666746302702,bridge,5.0,3.0,,,,,,
378,N1,361.751,Box Culvert,RASHIDNAGAR,3.0,A,21.5137419731132,92.069340890566,bridge,5.0,3.0,,,,,,
379,N1,362.168,Box Culvert,ROSHIDNAGAR CULVERT,2.5,A,21.5104396976562,92.0708606554687,bridge,5.0,3.0,,,,,,
380,N1,362.691,Box Culvert,DOLERCHARA CULVERT,7.5,A,21.5065069274647,92.0733026419014,bridge,5.0,3.0,,,,,,
381,N1,362.889,Box Culvert,DOLERCHARA CULVERT,12.4,A,21.5051319429577,92.0744452552816,bridge,5.0,3.0,,,,,,
382,N1,364.056,Box Culvert,ROSHIDNAGAR (2,14.0,A,21.4957534922651,92.0776785856353,bridge,5.0,3.0,,,,,,
383,N1,364.184,Box Culvert,"ROSHIDNAGAR U,R CULVERT",14.1,A,21.4948695143646,92.0783346952486,bridge,5.0,3.0,,,,,,
384,N1,366.98,Box Culvert,JOARIANALA CULVERT,7.2,A,21.4782130684357,92.0947151779329,bridge,5.0,3.0,,,,,,
385,N1,367.362,Box Culvert,JOARIANALA,14.0,A,21.4755164496,92.0967866511999,bridge,5.0,3.0,,,,,,
386,N1,367.6,Box Culvert,JORIANALA,3.0,A,21.4738446327586,92.0980125862068,bridge,5.0,3.0,,,,,,
387,N1,368.129,PC Girder Bridge,Joarianala Bazar Bridge,57.65,A,21.470055530337,92.1006402232209,bridge,5.0,3.0,,,,,,
388,N1,368.703,Box Culvert,JOARIANALA CULVERT,14.0,B,21.4655415307901,92.1026566882833,bridge,5.0,3.0,,,,,,
