,step,avg_delay,avg_driving_time,avg_speed,avg_collapsed,A_collapsed,B_collapsed,C_collapsed,D_collapsed
348,348,0,74.28571428571429,49.75117856612517,0,0.1,0.2,0.3,0.5
349,349,0,74.28571428571429,49.75117856612517,0,0.1,0.2,0.3,0.5
350,350,0,74.28571428571429,49.75117856612517,0,0.1,0.2,0.3,0.5
351,351,0,74.28571428571429,49.75117856612517,0,0.1,0.2,0.3,0.5
352,352,0,73.66304347826087,49.9538447837568,0,0.1,0.2,0.3,0.5
353,353,0,73.66304347826087,49.9538447837568,0,0.1,0.2,0.3,0.5
354,354,0,73.93548387096774,49.967511490220154,0,0.1,0.2,0.3,0.5
355,355,0,73.93548387096774,49.967511490220154,0,0.1,0.2,0.3,0.5
356,356,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
357,357,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
358,358,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
359,359,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
360,360,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
361,361,0,74.96808510638297,49.9647626744414,0,0.1,0.2,0.3,0.5
362,362,0,75.09473684210526,49.98592851198812,0,0.1,0.2,0.3,0.5
363,363,0,76.79166666666667,49.97201696673895,0,0.1,0.2,0.3,0.5
364,364,0,76.19587628865979,50.097145386506696,0,0.1,0.2,0.3,0.5
365,365,0,76.19587628865979,50.097145386506696,0,0.1,0.2,0.3,0.5
366,366,0,77.31632653061224,50.07101585820462,0,0.1,0.2,0.3,0.5
367,367,0,77.31632653061224,50.07101585820462,0,0.1,0.2,0.3,0.5
368,368,0,77.31632653061224,50.07101585820462,0,0.1,0.2,0.3,0.5
369,369,0,77.31632653061224,50.07101585820462,0,0.1,0.2,0.3,0.5
370,370,0,77.31632653061224,50.07101585820462,0,0.1,0.2,0.3,0.5
371,371,0,78.76767676767676,50.05530286836673,0,0.1,0.2,0.3,0.5
372,372,0,78.76767676767676,50.05530286836673,0,0.1,0.2,0.3,0.5
373,373,0,78.76767676767676,50.05530286836673,0,0.1,0.2,0.3,0.5
374,374,0,78.76767676767676,50.05530286836673,0,0.1,0.2,0.3,0.5
375,375,0,79.38613861386139,50.02312383213099,0,0.1,0.2,0.3,0.5
376,376,0,79.38613861386139,50.02312383213099,0,0.1,0.2,0.3,0.5
377,377,0,79.38613861386139,50.02312383213099,0,0.1,0.2,0.3,0.5
378,378,0,79.38613861386139,50.02312383213099,0,0.1,0.2,0.3,0.5
379,379,0,78.79411764705883,50.01229857268285,0,0.1,0.2,0.3,0.5
380,380,0,78.79411764705883,50.01229857268285,0,0.1,0.2,0.3,0.5
381,381,0,78.79411764705883,50.01229857268285,0,0.1,0.2,0.3,0.5
382,382,0,78.79411764705883,50.01229857268285,0,0.1,0.2,0.3,0.5
383,383,0,79.75728155339806,50.00895783165866,0,0.1,0.2,0.3,0.5
384,384,0,78.0377358490566,50.22539240217705,0,0.1,0.2,0.3,0.5
385,385,0,78.0377358490566,50.22539240217705,0,0.1,0.2,0.3,0.5
386,386,0,78.0377358490566,50.22539240217705,0,0.1,0.2,0.3,0.5
387,387,0,78.96261682242991,50.227241261399534,0,0.1,0.2,0.3,0.5
388,388,0,78.96261682242991,50.227241261399534,0,0.1,0.2,0.3,0.5
389,389,0,78.31481481481481,50.38053841021374,0,0.1,0.2,0.3,0.5
390,390,0,79.24770642201835,50.35858545843808,0,0.1,0.2,0.3,0.5
391,391,0,79.24770642201835,50.35858545843808,0,0.1,0.2,0.3,0.5
392,392,0,79.24770642201835,50.35858545843808,0,0.1,0.2,0.3,0.5
393,393,0,79.24770642201835,50.35858545843808,0,0.1,0.2,0.3,0.5
394,394,0,80.38181818181818,50.33696730186404,0,0.1,0.2,0.3,0.5
395,395,0,79.74774774774775,50.32934597482022,0,0.1,0.2,0.3,0.5
396,396,0,79.74774774774775,50.32934597482022,0,0.1,0.2,0.3,0.5
397,397,0,79.74774774774775,50.32934597482022,0,0.1,0.2,0.3,0.5
398,398,0,79.74774774774775,50.32934597482022,0,0.1,0.2,0.3,0.5
399,399,0,79.91964285714286,50.33734153294547,0,0.1,0.2,0.3,0.5
400,400,0,79.91964285714286,50.33734153294547,0,0.1,0.2,0.3,0.5
401,401,0,79.91964285714286,50.33734153294547,0,0.1,0.2,0.3,0.5
402,402,0,79.98230088495575,50.31943402471983,0,0.1,0.2,0.3,0.5
403,403,0,79.98230088495575,50.31943402471983,0,0.1,0.2,0.3,0.5
404,404,0,79.98230088495575,50.31943402471983,0,0.1,0.2,0.3,0.5
405,405,0,81.93913043478261,50.26742879530441,0,0.1,0.2,0.3,0.5
406,406,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
407,407,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
408,408,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
409,409,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
410,410,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
411,411,0,85.34188034188034,50.23776398608474,0,0.1,0.2,0.3,0.5
412,412,0,86.79661016949153,50.21786405386737,0,0.1,0.2,0.3,0.5
413,413,0,86.79661016949153,50.21786405386737,0,0.1,0.2,0.3,0.5
414,414,0,86.79661016949153,50.21786405386737,0,0.1,0.2,0.3,0.5
415,415,0,88.21008403361344,50.214485067749855,0,0.1,0.2,0.3,0.5
416,416,0,89.025,50.19216812229279,0,0.1,0.2,0.3,0.5
417,417,0,89.29752066115702,50.182773425712405,0,0.1,0.2,0.3,0.5
418,418,0,89.29752066115702,50.182773425712405,0,0.1,0.2,0.3,0.5
419,419,0,89.29752066115702,50.182773425712405,0,0.1,0.2,0.3,0.5
420,420,0,90.40322580645162,50.24812045050446,0,0.1,0.2,0.3,0.5
421,421,0,90.40322580645162,50.24812045050446,0,0.1,0.2,0.3,0.5
422,422,0,90.40322580645162,50.24812045050446,0,0.1,0.2,0.3,0.5
423,423,0,90.40322580645162,50.24812045050446,0,0.1,0.2,0.3,0.5
424,424,0,88.79527559055119,50.504988417321314,0,0.1,0.2,0.3,0.5
425,425,0,88.79527559055119,50.504988417321314,0,0.1,0.2,0.3,0.5
426,426,0,88.79527559055119,50.504988417321314,0,0.1,0.2,0.3,0.5
427,427,0,88.79527559055119,50.504988417321314,0,0.1,0.2,0.3,0.5
428,428,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
429,429,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
430,430,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
431,431,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
432,432,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
433,433,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
434,434,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
435,435,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
436,436,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
437,437,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
438,438,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
439,439,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
440,440,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
441,441,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
442,442,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
443,443,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
444,444,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
445,445,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
446,446,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
447,447,0,89.4140625,50.49267126450742,0,0.1,0.2,0.3,0.5
448,448,0,88.73282442748092,50.44455686511051,0,0.1,0.2,0.3,0.5
449,449,0,88.73282442748092,50.44455686511051,0,0.1,0.2,0.3,0.5
450,450,0,90.78787878787878,50.424163757546545,0,0.1,0.2,0.3,0.5
451,451,0,90.18796992481202,50.460010783292944,0,0.1,0.2,0.3,0.5
452,452,0,90.18796992481202,50.460010783292944,0,0.1,0.2,0.3,0.5
453,453,0,90.18796992481202,50.460010783292944,0,0.1,0.2,0.3,0.5
454,454,0,89.65671641791045,50.50739090706256,0,0.1,0.2,0.3,0.5
455,455,0,90.17777777777778,50.49259402997321,0,0.1,0.2,0.3,0.5
456,456,0,89.70588235294117,50.491302331789015,0,0.1,0.2,0.3,0.5
457,457,0,90.34306569343066,50.490805382936415,0,0.1,0.2,0.3,0.5
458,458,0,91.44927536231884,50.47035402884644,0,0.1,0.2,0.3,0.5
459,459,0,91.44927536231884,50.47035402884644,0,0.1,0.2,0.3,0.5
460,460,0,90.89928057553956,50.44026515094106,0,0.1,0.2,0.3,0.5
461,461,0,90.89928057553956,50.44026515094106,0,0.1,0.2,0.3,0.5
462,462,0,90.89928057553956,50.44026515094106,0,0.1,0.2,0.3,0.5
463,463,0,90.30714285714286,50.41643289986291,0,0.1,0.2,0.3,0.5
464,464,0,90.30714285714286,50.41643289986291,0,0.1,0.2,0.3,0.5
465,465,0,90.44680851063829,50.39452138348735,0,0.1,0.2,0.3,0.5
466,466,0,89.9225352112676,50.448723697688145,0,0.1,0.2,0.3,0.5
467,467,0,89.9225352112676,50.448723697688145,0,0.1,0.2,0.3,0.5
468,468,0,89.9225352112676,50.448723697688145,0,0.1,0.2,0.3,0.5
469,469,0,89.9225352112676,50.448723697688145,0,0.1,0.2,0.3,0.5
470,470,0,89.43356643356644,50.54849486064138,0,0.1,0.2,0.3,0.5
471,471,0,89.43356643356644,50.54849486064138,0,0.1,0.2,0.3,0.5
472,472,0,89.43356643356644,50.54849486064138,0,0.1,0.2,0.3,0.5
473,473,0,89.43356643356644,50.54849486064138,0,0.1,0.2,0.3,0.5
474,474,0,89.43356643356644,50.54849486064138,0,0.1,0.2,0.3,0.5
475,475,0,91.41666666666667,50.53628809077581,0,0.1,0.2,0.3,0.5
476,476,0,92.06896551724138,50.525162410950664,0,0.1,0.2,0.3,0.5
477,477,0,92.06896551724138,50.525162410950664,0,0.1,0.2,0.3,0.5
478,478,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
479,479,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
480,480,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
481,481,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
482,482,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
483,483,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
484,484,0,93.0,50.51537759270695,0,0.1,0.2,0.3,0.5
485,485,0,92.50340136054422,50.611796792756564,0,0.1,0.2,0.3,0.5
486,486,0,92.50340136054422,50.611796792756564,0,0.1,0.2,0.3,0.5
487,487,0,92.50340136054422,50.611796792756564,0,0.1,0.2,0.3,0.5
488,488,0,91.89864864864865,50.58617654415686,0,0.1,0.2,0.3,0.5
489,489,0,91.86,50.56458212126925,0,0.1,0.2,0.3,0.5
490,490,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
491,491,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
492,492,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
493,493,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
494,494,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
495,495,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
496,496,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
497,497,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
498,498,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
499,499,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
500,500,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
501,501,0,92.27814569536424,50.56376006492245,0,0.1,0.2,0.3,0.5
502,502,0,92.375,50.54266179100787,0,0.1,0.2,0.3,0.5
503,503,0,92.375,50.54266179100787,0,0.1,0.2,0.3,0.5
504,504,0,92.375,50.54266179100787,0,0.1,0.2,0.3,0.5
505,505,0,92.375,50.54266179100787,0,0.1,0.2,0.3,0.5
506,506,0,91.94117647058823,50.54118637457594,0,0.1,0.2,0.3,0.5
507,507,0,91.94117647058823,50.54118637457594,0,0.1,0.2,0.3,0.5
508,508,0,91.94117647058823,50.54118637457594,0,0.1,0.2,0.3,0.5
509,509,0,92.83870967741936,50.539084617603415,0,0.1,0.2,0.3,0.5
510,510,0,92.83870967741936,50.539084617603415,0,0.1,0.2,0.3,0.5
511,511,0,92.83870967741936,50.539084617603415,0,0.1,0.2,0.3,0.5
512,512,0,92.83870967741936,50.539084617603415,0,0.1,0.2,0.3,0.5
513,513,0,92.32692307692308,50.52131435131701,0,0.1,0.2,0.3,0.5
514,514,0,92.32692307692308,50.52131435131701,0,0.1,0.2,0.3,0.5
515,515,0,92.32692307692308,50.52131435131701,0,0.1,0.2,0.3,0.5
516,516,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
517,517,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
518,518,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
519,519,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
520,520,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
521,521,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
522,522,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
523,523,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
524,524,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
525,525,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
526,526,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
527,527,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
528,528,0,92.92356687898089,50.50230248674112,0,0.1,0.2,0.3,0.5
529,529,0,92.36075949367088,50.45656006593896,0,0.1,0.2,0.3,0.5
530,530,0,92.36075949367088,50.45656006593896,0,0.1,0.2,0.3,0.5
531,531,0,92.91823899371069,50.455415225189284,0,0.1,0.2,0.3,0.5
532,532,0,92.91823899371069,50.455415225189284,0,0.1,0.2,0.3,0.5
533,533,0,93.2,50.438928934379675,0,0.1,0.2,0.3,0.5
534,534,0,93.2,50.438928934379675,0,0.1,0.2,0.3,0.5
535,535,0,92.71428571428571,50.412451114911484,0,0.1,0.2,0.3,0.5
536,536,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
537,537,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
538,538,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
539,539,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
540,540,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
541,541,0,93.93827160493827,50.39718334361542,0,0.1,0.2,0.3,0.5
542,542,0,94.079754601227,50.37828446829671,0,0.1,0.2,0.3,0.5
543,543,0,94.079754601227,50.37828446829671,0,0.1,0.2,0.3,0.5
544,544,0,94.35365853658537,50.36372746087905,0,0.1,0.2,0.3,0.5
545,545,0,94.35365853658537,50.36372746087905,0,0.1,0.2,0.3,0.5
546,546,0,94.81818181818181,50.35488190369988,0,0.1,0.2,0.3,0.5
547,547,0,94.81818181818181,50.35488190369988,0,0.1,0.2,0.3,0.5
548,548,0,94.81818181818181,50.35488190369988,0,0.1,0.2,0.3,0.5
549,549,0,94.81818181818181,50.35488190369988,0,0.1,0.2,0.3,0.5
550,550,0,94.81818181818181,50.35488190369988,0,0.1,0.2,0.3,0.5
551,551,0,94.37349397590361,50.34244285608723,0,0.1,0.2,0.3,0.5
552,552,0,94.37349397590361,50.34244285608723,0,0.1,0.2,0.3,0.5
553,553,0,94.37349397590361,50.34244285608723,0,0.1,0.2,0.3,0.5
554,554,0,94.37349397590361,50.34244285608723,0,0.1,0.2,0.3,0.5
555,555,0,93.89820359281437,50.31749409646994,0,0.1,0.2,0.3,0.5
556,556,0,93.89820359281437,50.31749409646994,0,0.1,0.2,0.3,0.5
557,557,0,93.89820359281437,50.31749409646994,0,0.1,0.2,0.3,0.5
558,558,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
559,559,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
560,560,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
561,561,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
562,562,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
563,563,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
564,564,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
565,565,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
566,566,0,94.72619047619048,50.30945209451619,0,0.1,0.2,0.3,0.5
567,567,0,96.63529411764706,50.28685657204923,0,0.1,0.2,0.3,0.5
568,568,0,96.2046783625731,50.30871578863781,0,0.1,0.2,0.3,0.5
569,569,0,96.2046783625731,50.30871578863781,0,0.1,0.2,0.3,0.5
570,570,0,96.2046783625731,50.30871578863781,0,0.1,0.2,0.3,0.5
571,571,0,95.70930232558139,50.33710591883072,0,0.1,0.2,0.3,0.5
572,572,0,95.70930232558139,50.33710591883072,0,0.1,0.2,0.3,0.5
573,573,0,95.70930232558139,50.33710591883072,0,0.1,0.2,0.3,0.5
574,574,0,95.61271676300578,50.332578856008766,0,0.1,0.2,0.3,0.5
575,575,0,95.61271676300578,50.332578856008766,0,0.1,0.2,0.3,0.5
576,576,0,95.61271676300578,50.332578856008766,0,0.1,0.2,0.3,0.5
577,577,0,95.61271676300578,50.332578856008766,0,0.1,0.2,0.3,0.5
578,578,0,95.3103448275862,50.34297836271708,0,0.1,0.2,0.3,0.5
579,579,0,95.3103448275862,50.34297836271708,0,0.1,0.2,0.3,0.5
580,580,0,95.3103448275862,50.34297836271708,0,0.1,0.2,0.3,0.5
581,581,0,95.3103448275862,50.34297836271708,0,0.1,0.2,0.3,0.5
582,582,0,97.92,50.33565761679349,0,0.1,0.2,0.3,0.5
583,583,0,97.4090909090909,50.29161978942534,0,0.1,0.2,0.3,0.5
584,584,0,97.4090909090909,50.29161978942534,0,0.1,0.2,0.3,0.5
585,585,0,96.91525423728814,50.27867278496531,0,0.1,0.2,0.3,0.5
586,586,0,96.74157303370787,50.26342743224079,0,0.1,0.2,0.3,0.5
587,587,0,96.74157303370787,50.26342743224079,0,0.1,0.2,0.3,0.5
588,588,0,96.74157303370787,50.26342743224079,0,0.1,0.2,0.3,0.5
589,589,0,96.74157303370787,50.26342743224079,0,0.1,0.2,0.3,0.5
590,590,0,96.25698324022346,50.32179375943497,0,0.1,0.2,0.3,0.5
591,591,0,97.03333333333333,50.3141639730125,0,0.1,0.2,0.3,0.5
592,592,0,97.03333333333333,50.3141639730125,0,0.1,0.2,0.3,0.5
593,593,0,96.92817679558011,50.298025370526666,0,0.1,0.2,0.3,0.5
594,594,0,96.92817679558011,50.298025370526666,0,0.1,0.2,0.3,0.5
595,595,0,96.92817679558011,50.298025370526666,0,0.1,0.2,0.3,0.5
596,596,0,96.92817679558011,50.298025370526666,0,0.1,0.2,0.3,0.5
597,597,0,96.92857142857143,50.30169374817813,0,0.1,0.2,0.3,0.5
598,598,0,96.92857142857143,50.30169374817813,0,0.1,0.2,0.3,0.5
599,599,0,96.92857142857143,50.30169374817813,0,0.1,0.2,0.3,0.5
600,600,0,96.92857142857143,50.30169374817813,0,0.1,0.2,0.3,0.5
601,601,0,97.68852459016394,50.294259976654324,0,0.1,0.2,0.3,0.5
602,602,0,98.55434782608695,50.28661776691824,0,0.1,0.2,0.3,0.5
603,603,0,98.55434782608695,50.28661776691824,0,0.1,0.2,0.3,0.5
604,604,0,98.55434782608695,50.28661776691824,0,0.1,0.2,0.3,0.5
605,605,0,98.55434782608695,50.28661776691824,0,0.1,0.2,0.3,0.5
606,606,0,98.55434782608695,50.28661776691824,0,0.1,0.2,0.3,0.5
607,607,0,98.24864864864865,50.324361917985094,0,0.1,0.2,0.3,0.5
608,608,0,97.33689839572193,50.296654257388184,0,0.1,0.2,0.3,0.5
609,609,0,97.33689839572193,50.296654257388184,0,0.1,0.2,0.3,0.5
610,610,0,97.33689839572193,50.296654257388184,0,0.1,0.2,0.3,0.5
611,611,0,97.33689839572193,50.296654257388184,0,0.1,0.2,0.3,0.5
612,612,0,97.33689839572193,50.296654257388184,0,0.1,0.2,0.3,0.5
613,613,0,97.05291005291005,50.263132036122975,0,0.1,0.2,0.3,0.5
614,614,0,97.05291005291005,50.263132036122975,0,0.1,0.2,0.3,0.5
615,615,0,97.98947368421052,50.249529905789316,0,0.1,0.2,0.3,0.5
616,616,0,97.98947368421052,50.249529905789316,0,0.1,0.2,0.3,0.5
617,617,0,97.98947368421052,50.249529905789316,0,0.1,0.2,0.3,0.5
618,618,0,98.27748691099477,50.23573501561426,0,0.1,0.2,0.3,0.5
619,619,0,99.58031088082902,50.21490164352965,0,0.1,0.2,0.3,0.5
620,620,0,99.58031088082902,50.21490164352965,0,0.1,0.2,0.3,0.5
621,621,0,99.58031088082902,50.21490164352965,0,0.1,0.2,0.3,0.5
622,622,0,99.58031088082902,50.21490164352965,0,0.1,0.2,0.3,0.5
623,623,0,99.85567010309278,50.20321173208635,0,0.1,0.2,0.3,0.5
624,624,0,99.36410256410257,50.18041321038334,0,0.1,0.2,0.3,0.5
625,625,0,99.36410256410257,50.18041321038334,0,0.1,0.2,0.3,0.5
626,626,0,99.52551020408163,50.168624998412625,0,0.1,0.2,0.3,0.5
627,627,0,99.52551020408163,50.168624998412625,0,0.1,0.2,0.3,0.5
628,628,0,99.16243654822335,50.192462652517854,0,0.1,0.2,0.3,0.5
629,629,0,99.16243654822335,50.192462652517854,0,0.1,0.2,0.3,0.5
630,630,0,99.16243654822335,50.192462652517854,0,0.1,0.2,0.3,0.5
631,631,0,98.71717171717172,50.169998424245264,0,0.1,0.2,0.3,0.5
632,632,0,98.71717171717172,50.169998424245264,0,0.1,0.2,0.3,0.5
633,633,0,98.36180904522612,50.19358960230002,0,0.1,0.2,0.3,0.5
634,634,0,98.36180904522612,50.19358960230002,0,0.1,0.2,0.3,0.5
635,635,0,98.36180904522612,50.19358960230002,0,0.1,0.2,0.3,0.5
636,636,0,98.36180904522612,50.19358960230002,0,0.1,0.2,0.3,0.5
637,637,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
638,638,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
639,639,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
640,640,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
641,641,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
642,642,0,98.88613861386139,50.18279989519157,0,0.1,0.2,0.3,0.5
643,643,0,100.29901960784314,50.15936451269217,0,0.1,0.2,0.3,0.5
644,644,0,99.79710144927536,50.17861871670203,0,0.1,0.2,0.3,0.5
645,645,0,99.79710144927536,50.17861871670203,0,0.1,0.2,0.3,0.5
646,646,0,99.79710144927536,50.17861871670203,0,0.1,0.2,0.3,0.5
647,647,0,99.63942307692308,50.17841511064441,0,0.1,0.2,0.3,0.5
648,648,0,99.63942307692308,50.17841511064441,0,0.1,0.2,0.3,0.5
649,649,0,99.63942307692308,50.17841511064441,0,0.1,0.2,0.3,0.5
650,650,0,99.63942307692308,50.17841511064441,0,0.1,0.2,0.3,0.5
651,651,0,100.26794258373205,50.17464465370539,0,0.1,0.2,0.3,0.5
652,652,0,100.26794258373205,50.17464465370539,0,0.1,0.2,0.3,0.5
653,653,0,100.26794258373205,50.17464465370539,0,0.1,0.2,0.3,0.5
654,654,0,100.26794258373205,50.17464465370539,0,0.1,0.2,0.3,0.5
655,655,0,100.26794258373205,50.17464465370539,0,0.1,0.2,0.3,0.5
656,656,0,100.96190476190476,50.163297333054764,0,0.1,0.2,0.3,0.5
657,657,0,100.96190476190476,50.163297333054764,0,0.1,0.2,0.3,0.5
658,658,0,101.77725118483413,50.152771315800045,0,0.1,0.2,0.3,0.5
659,659,0,101.77725118483413,50.152771315800045,0,0.1,0.2,0.3,0.5
660,660,0,101.77725118483413,50.152771315800045,0,0.1,0.2,0.3,0.5
661,661,0,101.77725118483413,50.152771315800045,0,0.1,0.2,0.3,0.5
662,662,0,101.77725118483413,50.152771315800045,0,0.1,0.2,0.3,0.5
663,663,0,101.33490566037736,50.19456838506514,0,0.1,0.2,0.3,0.5
664,664,0,102.43457943925233,50.1816042833567,0,0.1,0.2,0.3,0.5
665,665,0,102.43457943925233,50.1816042833567,0,0.1,0.2,0.3,0.5
666,666,0,102.28837209302326,50.17284280912688,0,0.1,0.2,0.3,0.5
667,667,0,102.28837209302326,50.17284280912688,0,0.1,0.2,0.3,0.5
668,668,0,103.79629629629629,50.1629848703688,0,0.1,0.2,0.3,0.5
669,669,0,103.33640552995392,50.179699225804896,0,0.1,0.2,0.3,0.5
670,670,0,102.93119266055047,50.15937033027368,0,0.1,0.2,0.3,0.5
671,671,0,102.93119266055047,50.15937033027368,0,0.1,0.2,0.3,0.5
672,672,0,102.93119266055047,50.15937033027368,0,0.1,0.2,0.3,0.5
673,673,0,102.63470319634703,50.19221747368267,0,0.1,0.2,0.3,0.5
674,674,0,102.63470319634703,50.19221747368267,0,0.1,0.2,0.3,0.5
675,675,0,102.63470319634703,50.19221747368267,0,0.1,0.2,0.3,0.5
676,676,0,102.63470319634703,50.19221747368267,0,0.1,0.2,0.3,0.5
677,677,0,102.7909090909091,50.19362079837097,0,0.1,0.2,0.3,0.5
678,678,0,102.7909090909091,50.19362079837097,0,0.1,0.2,0.3,0.5
679,679,0,102.7909090909091,50.19362079837097,0,0.1,0.2,0.3,0.5
680,680,0,102.3710407239819,50.262943781183765,0,0.1,0.2,0.3,0.5
681,681,0,102.3710407239819,50.262943781183765,0,0.1,0.2,0.3,0.5
682,682,0,102.3710407239819,50.262943781183765,0,0.1,0.2,0.3,0.5
683,683,0,102.05855855855856,50.25971184768949,0,0.1,0.2,0.3,0.5
684,684,0,101.66367713004485,50.24411096176135,0,0.1,0.2,0.3,0.5
685,685,0,101.66367713004485,50.24411096176135,0,0.1,0.2,0.3,0.5
686,686,0,101.66367713004485,50.24411096176135,0,0.1,0.2,0.3,0.5
687,687,0,101.66367713004485,50.24411096176135,0,0.1,0.2,0.3,0.5
688,688,0,101.66367713004485,50.24411096176135,0,0.1,0.2,0.3,0.5
689,689,0,102.03125,50.23373304015411,0,0.1,0.2,0.3,0.5
690,690,0,102.03125,50.23373304015411,0,0.1,0.2,0.3,0.5
691,691,0,101.60444444444444,50.21769422664231,0,0.1,0.2,0.3,0.5
692,692,0,101.60444444444444,50.21769422664231,0,0.1,0.2,0.3,0.5
693,693,0,101.60444444444444,50.21769422664231,0,0.1,0.2,0.3,0.5
694,694,0,100.7885462555066,50.15627495718166,0,0.1,0.2,0.3,0.5
695,695,0,101.39912280701755,50.15076497929928,0,0.1,0.2,0.3,0.5
696,696,0,101.39912280701755,50.15076497929928,0,0.1,0.2,0.3,0.5
697,697,0,101.39912280701755,50.15076497929928,0,0.1,0.2,0.3,0.5
698,698,0,101.39912280701755,50.15076497929928,0,0.1,0.2,0.3,0.5
